ID?,Is Managed,Manufacturer,Model,Serial Number,IP Address,Mac Address,Firmware Version 1,First Audit Date,Last Audit Date,Total Pages,Total Pages Mono,Total Pages Color,CPP BW,CPP Color,Total Cost Mono,TCM/Day,Total Cost Color,TCC/Day,Total Cost,Total Cost / Day,Location IP,Location
24,FALSE,HP,LaserJet 400 M401dn,VNG4C00945,10.157.55.50,2C-59-E5-D7-17-83,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,11/8/18 9:17,131615,131615,0,0.0153,0,2013.7095,67.49822347,0,0,2013.7095,67.49822347,55,Price
25,FALSE,HP,LaserJet 400 M401dn,VNG4C00948,10.157.57.56,2C-59-E5-D7-F6-05,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,84619,84619,0,0.0153,0,1294.6707,3.537344704,0,0,1294.6707,3.537344704,57,Ephraim
26,FALSE,HP,LaserJet 400 M401dn,VNG4C00950,10.157.59.62,2C-59-E5-D7-C6-27,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,165232,165232,0,0.0153,0,2528.0496,6.907225802,0,0,2528.0496,6.907225802,59,Tabernacle
27,TRUE,HP,LaserJet 400 M401dn,VNG4C00951,10.157.57.57,2C-59-E5-D7-C6-2E,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,49817,49817,0,0.0153,0,762.2001,2.082509851,0,0,762.2001,2.082509851,57,Ephraim
29,FALSE,HP,LaserJet 400 M401dn,VNG4C00965,10.157.53.50,2C-59-E5-D7-D6-07,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,105359,105359,0,0.0153,0,1611.9927,4.404343004,0,0,1611.9927,4.404343004,53,Loa
30,TRUE,HP,LaserJet 400 M401dne,PHGFC01004,10.157.49.51,A0-48-1C-6D-24-B0,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 9:17,10/10/19 13:18,43940,43940,0,0.0153,0,672.282,1.835996692,0,0,672.282,1.835996692,49,Branch 49
31,FALSE,HP,LaserJet 400 M401dne,PHGFC07332,10.157.47.50,9C-B6-54-17-E7-90,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,12723,12723,0,0.0153,0,194.6619,0.531862072,0,0,194.6619,0.531862072,47,North Logan
32,FALSE,HP,LaserJet 400 M401dne,PHGFF10496,10.157.43.51,FC-15-B4-2F-25-59,plslx230:/local/sandbox/romreleases/taishan1.6.,10/9/18 13:17,10/10/19 13:18,6872,6872,0,0.0153,0,105.1416,0.287271568,0,0,105.1416,0.287271568,43,River Road
33,FALSE,HP,LaserJet 400 M401dne,PHGFF26694,10.157.44.50,C4-34-6B-19-94-CA,plslx230:/local/sandbox/romreleases/taishan1.6.,10/9/18 5:17,10/10/19 13:18,100770,100770,0,0.0153,0,1541.781,4.208676966,0,0,1541.781,4.208676966,44,Layton
34,TRUE,HP,LaserJet 400 M401dne,PHGFF26708,10.157.59.56,C4-34-6B-19-14-47,plslx230:/local/sandbox/romreleases/taishan1.6.,10/9/18 9:17,10/10/19 13:18,38253,38253,0,0.0153,0,585.2709,1.598368972,0,0,585.2709,1.598368972,59,Tabernacle
35,FALSE,HP,LaserJet 400 M401dne,VNG3702007,10.157.52.51,2C-59-E5-D1-2C-43,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,13379,13379,0,0.0153,0,204.6987,0.559284969,0,0,204.6987,0.559284969,52,Mt Pleasant
36,FALSE,HP,LaserJet 400 M401dne,VNG3702009,10.157.49.74,2C-59-E5-D1-4C-05,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 5:17,10/10/19 13:18,104600,104600,0,0.0153,0,1600.38,4.368637597,0,0,1600.38,4.368637597,49,Branch 49
37,FALSE,HP,LaserJet 400 M401dne,VNG3702011,10.157.57.51,2C-59-E5-D1-4C-0F,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 9:17,10/10/19 13:18,51502,51502,0,0.0153,0,787.9806,2.151968631,0,0,787.9806,2.151968631,57,Ephraim
38,FALSE,HP,LaserJet 400 M401dne,VNG3702012,10.157.53.51,2C-59-E5-D1-0C-D9,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,11603,11603,0,0.0153,0,177.5259,0.485042492,0,0,177.5259,0.485042492,53,Loa
39,FALSE,HP,LaserJet 400 M401dne,VNG3702014,10.157.44.55,2C-59-E5-D1-1C-97,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,175744,175744,0,0.0153,0,2688.8832,7.346661006,0,0,2688.8832,7.346661006,44,Layton
40,TRUE,HP,LaserJet 400 M401dne,VNG3702015,10.157.49.250,2C-59-E5-D1-3C-FC,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,37703,37703,0,0.0153,0,576.8559,1.576105926,0,0,576.8559,1.576105926,49,Branch 49
41,FALSE,HP,LaserJet 400 M401dne,VNG3702016,10.157.59.176,2C-59-E5-D1-1C-CB,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,76053,76053,0,0.0153,0,1163.6109,3.179258521,0,0,1163.6109,3.179258521,59,Tabernacle
42,TRUE,HP,LaserJet 400 M401dne,VNG3702017,10.157.59.58,2C-59-E5-D1-4C-03,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,25976,25976,0,0.0153,0,397.4328,1.085879838,0,0,397.4328,1.085879838,59,Tabernacle
43,FALSE,HP,LaserJet 400 M401dne,VNG3702019,10.157.56.51,2C-59-E5-D1-0C-E9,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 5:17,10/10/19 13:18,13171,13171,0,0.0153,0,201.5163,0.550088774,0,0,201.5163,0.550088774,56,Nephi
44,FALSE,HP,LaserJet 400 M401dne,VNG3702020,10.157.43.74,2C-59-E5-D1-4C-16,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 9:17,10/10/19 13:18,151397,151397,0,0.0153,0,2316.3741,6.325998889,0,0,2316.3741,6.325998889,43,River Road
45,FALSE,HP,LaserJet 400 M401dne,VNG3702023,10.157.51.51,2C-59-E5-D1-4C-0B,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 21:17,10/10/19 13:18,6576,6576,0,0.0153,0,100.6128,0.275148516,0,0,100.6128,0.275148516,51,Fairview
46,FALSE,HP,LaserJet 400 M401dne,VNG3702024,10.157.55.51,2C-59-E5-D1-1C-94,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,16026,16026,0,0.0153,0,245.1978,0.669938031,0,0,245.1978,0.669938031,55,Price
47,FALSE,HP,LaserJet 400 M401dne,VNG4817065,10.157.55.54,2C-59-E5-78-CF-06,plslx07:/local/sandbox/romreleases/taishan1.6.r,10/9/18 13:17,10/10/19 13:18,15868,15868,0,0.0153,0,242.7804,0.663333126,0,0,242.7804,0.663333126,55,Price
48,FALSE,HP,LaserJet 400 M401dne,VNG4819332,10.157.57.50,2C-44-FD-02-02-9E,plslx07:/local/sandbox/romreleases/taishan1.6.r,3/26/19 17:17,4/5/19 9:17,42915,42915,0,0.0153,0,656.5995,67.92189046,0,0,656.5995,67.92189046,57,Ephraim
49,TRUE,HP,LaserJet 400 MFP M425dn,CNB6D5G06X,10.157.48.153,A0-B3-CC-9D-65-6A,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,84649,84649,0,0.0153,0,1295.1297,3.5385988,0,0,1295.1297,3.5385988,48,Logan
50,FALSE,HP,LaserJet 400 MFP M425dn,CNB6D5G079,10.157.43.50,A0-B3-CC-9D-65-7A,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,70967,70967,0,0.0153,0,1085.7951,2.966647462,0,0,1085.7951,2.966647462,43,River Road
51,FALSE,HP,LaserJet 400 MFP M425dn,CNB6D5G07C,10.157.42.50,A0-B3-CC-9C-DF-12,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,72015,72015,0,0.0153,0,1101.8295,3.010459783,0,0,1101.8295,3.010459783,42,Sunset
52,TRUE,HP,LaserJet 400 MFP M425dn,CNB6D5N0DK,10.157.41.54,A0-B3-CC-9F-EE-F1,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,27727,27727,0,0.0153,0,424.2231,1.159077236,0,0,424.2231,1.159077236,41,Washington
53,FALSE,HP,LaserJet 400 MFP M425dn,CNC6DCQ07J,10.157.59.54,6C-3B-E5-05-B6-64,plslx561:/local/sandbox/romreleases/sun1.5.rom.,10/9/18 5:17,10/10/19 13:18,37457,37457,0,0.0153,0,573.0921,1.564398264,0,0,573.0921,1.564398264,59,Tabernacle
54,TRUE,HP,LaserJet 400 MFP M425dn,CNF8G43FBD,10.157.47.51,C4-34-6B-17-E1-B8,plslx561:/local/sandbox/romreleases/sun1.6.rom.,10/9/18 9:17,10/10/19 13:18,167425,167425,0,0.0153,0,2561.6025,6.995715662,0,0,2561.6025,6.995715662,47,North Logan
55,TRUE,HP,LaserJet 400 MFP M425dn,CNF8G5W83J,10.157.49.221,6C-C2-17-23-39-39,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 5:17,10/10/19 13:18,362891,362891,0,0.0153,0,5552.2323,15.1561966,0,0,5552.2323,15.1561966,49,Branch 49
56,TRUE,HP,LaserJet 400 MFP M425dn,CNF8GBFFZP,10.157.49.162,38-63-BB-00-13-E2,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 9:17,10/10/19 13:18,186433,186433,0,0.0153,0,2852.4249,7.789949278,0,0,2852.4249,7.789949278,49,Branch 49
57,FALSE,HP,LaserJet 400 MFP M425dn,CNF8GBFG5F,10.157.49.165,38-63-BB-00-33-58,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 9:17,10/10/19 13:18,90700,90700,0,0.0153,0,1387.71,3.78982476,0,0,1387.71,3.78982476,49,Branch 49
58,FALSE,HP,LaserJet 400 MFP M425dn,CNF8GBFGHK,10.157.49.166,38-63-BB-00-53-95,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,12339,12339,0,0.0153,0,188.7867,0.515809644,0,0,188.7867,0.515809644,49,Branch 49
59,FALSE,HP,LaserJet 400 MFP M425dn,CNF8GBFGHS,10.157.49.161,38-63-BB-00-53-9E,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,148753,148753,0,0.0153,0,2275.9209,6.218350923,0,0,2275.9209,6.218350923,49,Branch 49
60,FALSE,HP,LaserJet 400 MFP M425dn,CNF8GBFGHX,10.157.49.160,38-63-BB-00-53-99,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 9:17,10/10/19 13:18,97473,97473,0,0.0153,0,1491.3369,4.072828984,0,0,1491.3369,4.072828984,49,Branch 49
61,FALSE,HP,LaserJet 400 MFP M425dn,CNF8H1D2J9,10.157.49.164,D0-BF-9C-B9-FB-89,leslelx28:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,7925,7925,0,0.0153,0,121.2525,0.331290334,0,0,121.2525,0.331290334,49,Branch 49
62,FALSE,HP,LaserJet 4250,CNGXD36674,10.157.59.68,00-14-38-8F-6A-E0,08.009.3,10/9/18 9:17,10/10/19 13:18,177656,177656,,0.0095,0,1687.732,4.60918241,0,0,1687.732,4.60918241,59,Tabernacle
64,TRUE,HP,LaserJet 4350,CNBXC33078,10.157.49.98,00-12-79-7F-43-3B,08.230.1,10/9/18 9:17,10/10/19 13:18,545214,545214,,0.0095,0,5179.533,14.14526263,0,0,5179.533,14.14526263,49,Branch 49
65,FALSE,HP,LaserJet 4350,CNGXD90493,10.157.49.92,00-14-38-DB-23-F0,08.009.3,10/9/18 9:17,10/10/19 13:18,548962,548962,,0.0095,0,5215.139,14.24250233,0,0,5215.139,14.24250233,49,Branch 49
66,TRUE,HP,LaserJet 500 colorMFP M570dn,CNCKM4LBGT,10.157.22.52,C4-65-16-42-72-50,leslelx8:/work/jenkins/gitbuilder/workspace/phx,9/10/19 14:42,10/10/19 13:18,2299,1418,881,0.0095,0,13.471,0.449903285,0,0,13.471,0.449903285,22,Smithfield
67,TRUE,HP,LaserJet 600 M602,CNDCH3J0Z4,10.157.49.54,50-65-F3-5B-14-63,2308974_579777,10/9/18 9:17,10/10/19 13:18,241841,241841,,0.01,0,2418.41,6.604658105,0,0,2418.41,6.604658105,49,Branch 49
71,TRUE,HP,LaserJet M402dn,PHB5B65413,10.157.55.50,10-62-E5-63-52-A0,leslelx21:/work/jenkins/gitbuilder/workspace/ph,11/8/18 13:17,10/10/19 13:18,16666,16666,0,0.0192,0,319.9872,0.952340889,0,0,319.9872,0.952340889,55,Price
72,TRUE,HP,LaserJet M402dn,PHB5B90753,10.157.22.50,B0-0C-D1-21-23-CB,leslelx54:/work/jenkins/gitbuilder3/workspace/p,9/10/19 14:42,10/10/19 13:18,305,305,0,0.0192,0,5.856,0.195578178,0,0,5.856,0.195578178,22,Smithfield
73,FALSE,HP,LaserJet M402dn,PHB5C25307,10.157.49.103,F4-30-B9-29-CC-3C,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,10/9/18 9:17,10/10/19 13:18,136189,136189,0,0.0192,0,2614.8288,7.141076255,0,0,2614.8288,7.141076255,49,Branch 49
74,FALSE,HP,LaserJet M402dn,PHB5C25980,10.157.44.54,F4-30-B9-6F-E0-71,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,10/9/18 13:17,10/10/19 13:18,2580,2580,0,0.0192,0,49.536,0.135343997,0,0,49.536,0.135343997,44,Layton
75,FALSE,HP,LaserJet M402dn,PHB5C33581,10.157.18.51,F4-30-B9-F4-AC-D5,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,9/10/19 14:42,10/10/19 13:18,342,342,0,0.0192,0,6.5664,0.219304056,0,0,6.5664,0.219304056,18,South Logan
76,FALSE,HP,LaserJet M402dn,PHB5C33590,10.157.52.50,F4-30-B9-F4-CC-83,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,3/27/19 21:17,10/10/19 13:18,240,240,0,0.0192,0,4.608,0.023430438,0,0,4.608,0.023430438,52,Mt Pleasant
77,FALSE,HP,LaserJet M402dn,PHB5F21218,10.157.54.50,F4-30-B9-6F-60-7C,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,9/10/19 14:42,10/10/19 13:18,1821,1821,0,0.0192,0,34.9632,1.16769791,0,0,34.9632,1.16769791,54,Bountful
78,FALSE,HP,LaserJet M402dn,PHB5F25608,10.157.49.101,48-BA-4E-DA-1C-F6,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,10/9/18 13:17,10/10/19 13:18,98874,98874,0,0.0192,0,1898.3808,5.186822617,0,0,1898.3808,5.186822617,49,Branch 49
79,FALSE,HP,LaserJet M402dn,PHB5F25802,10.157.54.57,48-BA-4E-DA-71-C9,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,9/10/19 14:42,10/10/19 13:18,9314,9314,0,0.0192,0,178.8288,5.972508693,0,0,178.8288,5.972508693,54,Bountful
80,FALSE,HP,LaserJet M402dn,PHB5F25804,10.157.44.58,48-BA-4E-DA-71-D6,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,10/9/18 13:17,10/10/19 13:18,20287,20287,0,0.0192,0,389.5104,1.064233979,0,0,389.5104,1.064233979,44,Layton
81,FALSE,HP,LaserJet M402dn,PHB5F25807,10.157.54.58,48-BA-4E-DA-91-DD,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,9/10/19 14:42,10/10/19 13:18,25972,25972,0,0.0192,0,498.6624,16.65428342,0,0,498.6624,16.65428342,54,Bountful
82,FALSE,HP,LaserJet M402dn,PHB5F31049,10.157.42.52,AC-E2-D3-D8-41-5D,leslelx21:/work/jenkins/gitbuilder/workspace/ph,10/9/18 13:17,10/10/19 13:18,6639,6639,0,0.0192,0,127.4688,0.348274727,0,0,127.4688,0.348274727,42,Sunset
83,FALSE,HP,LaserJet M402dn,PHB5F35303,10.157.49.36,80-CE-62-E6-11-9B,leslelx21:/work/jenkins/gitbuilder/workspace/ph,10/9/18 13:17,10/10/19 13:18,2202,2202,0,0.0192,0,42.2784,0.115514528,0,0,42.2784,0.115514528,49,Branch 49
84,FALSE,HP,LaserJet M402dn,PHB5G00715,10.157.49.86,98-E7-F4-A5-AC-B0,leslelx13:/var/lib/jenkins/jobs/gitbuilder3/wor,11/28/18 17:17,10/10/19 13:18,48311,48311,0,0.0192,0,927.5712,2.936895516,0,0,927.5712,2.936895516,49,Branch 49
85,FALSE,HP,LaserJet M402dn,PHB5H17711,10.157.20.52,48-BA-4E-DA-76-C8,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,9/10/19 14:42,10/10/19 13:18,819,819,0,0.0192,0,15.7248,0.525175501,0,0,15.7248,0.525175501,20,Hyrum
86,FALSE,HP,LaserJet M402dn,PHB5H17720,10.157.20.51,48-BA-4E-DA-10-F3,leslelx4:/var/lib/jenkins/jobs/gitbuilder/works,9/10/19 14:42,10/10/19 13:18,4213,4213,0,0.0192,0,80.8896,2.701543819,0,0,80.8896,2.701543819,20,Hyrum
87,TRUE,HP,LaserJet M402dn,PHBQD42623,10.157.48.119,A0-8C-FD-13-85-EF,leslelx20:/var/lib/jenkins/jobs/gitbuilder2/wor,8/27/19 17:17,8/30/19 13:18,2,2,0,0.0192,0,0.0384,0.013549676,0,0,0.0384,0.013549676,48,Logan
88,FALSE,HP,LaserJet M402dw,PHBVF40927,10.157.49.106,B4-B6-86-7B-B1-89,leslelx21:/work/jenkins/gitbuilder/workspace/ph,12/18/18 17:17,10/10/19 13:18,7802,7802,0,0.0192,0,149.7984,0.50635966,0,0,149.7984,0.50635966,49,Branch 49
89,FALSE,HP,LaserJet M402dw,PHBVF40930,10.157.49.104,B4-B6-86-7B-B1-D0,leslelx21:/work/jenkins/gitbuilder/workspace/ph,3/28/19 17:17,8/29/19 9:17,461,461,0,0.0192,0,8.8512,0.057599931,0,0,8.8512,0.057599931,49,Branch 49
90,FALSE,HP,LaserJet M402dw,PHBVF40932,10.157.57.59,B4-B6-86-7B-B1-84,leslelx21:/work/jenkins/gitbuilder/workspace/ph,12/28/18 17:17,10/10/19 13:18,9298,9298,0,0.0192,0,178.5216,0.624563619,0,0,178.5216,0.624563619,57,Ephraim
91,FALSE,HP,LaserJet M604,CNDCJBD23W,10.157.49.88,98-E7-F4-08-31-89,2307781_551188,10/9/18 9:17,10/10/19 13:18,94641,94641,,0.012,0,1135.692,3.101565645,0,0,1135.692,3.101565645,49,Branch 49
92,FALSE,HP,LaserJet MFP M426fdn,PHB8HBW7Z9,10.157.49.71,B0-5A-DA-C4-6B-ED,leslelx24:/var/lib/jenkins/jobs/gitbuilder2/wor,10/9/18 5:17,10/10/19 13:18,91755,91755,0,0.0192,0,1761.696,4.808989977,0,0,1761.696,4.808989977,49,Branch 49
93,FALSE,HP,LaserJet MFP M426fdn,PHB8J16CBW,10.157.53.53,FC-3F-DB-53-2E-EF,leslelx8:/var/lib/jenkins/jobs/gitbuilder/works,10/9/18 21:17,10/10/19 13:18,53632,53632,0,0.0192,0,1029.7344,2.816042216,0,0,1029.7344,2.816042216,53,Loa
94,FALSE,HP,LaserJet MFP M426fdn,PHB8J1706S,10.157.57.60,FC-3F-DB-53-1E-2A,leslelx8:/var/lib/jenkins/jobs/gitbuilder/works,1/31/19 21:17,10/10/19 13:18,27259,27259,0,0.0192,0,523.3728,2.079620325,0,0,523.3728,2.079620325,57,Ephraim
96,FALSE,HP,LaserJet MFP M426fdn,PHB8J170NR,10.157.56.53,FC-3F-DB-53-2E-6C,leslelx8:/var/lib/jenkins/jobs/gitbuilder/works,10/9/18 13:17,10/10/19 13:18,22822,22822,0,0.0192,0,438.1824,1.197217325,0,0,438.1824,1.197217325,56,Nephi
98,FALSE,HP,LaserJet MFP M426fdn,PHB8J170WL,10.157.49.108,FC-3F-DB-53-2E-5D,leslelx8:/var/lib/jenkins/jobs/gitbuilder/works,10/9/18 13:17,10/10/19 13:18,80653,80653,0,0.0192,0,1548.5376,4.230968754,0,0,1548.5376,4.230968754,49,Branch 49
99,FALSE,HP,LaserJet MFP M426fdn,PHB8J87HRK,10.157.54.54,EC-8E-B5-BF-7D-CE,leslelx25:/var/lib/jenkins/jobs/gitbuilder3/wor,9/10/19 14:42,10/10/19 13:18,15159,15159,0,0.0192,0,291.0528,9.720556075,0,0,291.0528,9.720556075,54,Bountful
100,FALSE,HP,LaserJet MFP M426fdn,PHB8J87HVG,10.157.22.51,EC-8E-B5-BF-6D-21,leslelx25:/var/lib/jenkins/jobs/gitbuilder3/wor,9/10/19 14:42,10/10/19 13:18,29495,29495,0,0.0192,0,566.304,18.91337169,0,0,566.304,18.91337169,22,Smithfield
101,TRUE,HP,LaserJet MFP M426fdn,PHB8J87HVT,10.157.59.66,EC-8E-B5-BF-3D-A3,leslelx25:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,3770,3770,0,0.0192,0,72.384,0.197770104,0,0,72.384,0.197770104,59,Tabernacle
